race,post_time,distance,surface,purse,race_type,stakes,program,name,jockey,trainer,post_position,ml_odds,style,prime_power,best_last3_beyer,mud_pct,market_prob_pct,post_iv,style_iv,bias_factor,ability_factor,trainer_tier_bonus,jockey_tier_bonus,score_pct,rank,is_top_pick
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,14,Potente,Juan J. Hernandez,Bob Baffert,14,20.0,EP,145.0,100,,3.5,0.78,1.20,0.985,1.122,0.00,0.00,3.6,9,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,7,Danon Bourbon,Atsuya Nishimura,Manabu Ikezoe,7,20.0,NA,,,,3.5,1.00,1.00,1.000,1.000,0.00,0.00,3.3,10,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,13,Silent Tactic,Cristian A. Torres,Mark E. Casse,13,20.0,P,141.6,93,,3.5,0.78,0.90,0.925,0.949,0.05,0.00,3.0,11,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,11,Incredibolt,Jaime A. Torres,Riley Mott,11,20.0,P,135.8,100,,3.5,0.78,0.90,0.925,0.969,0.00,0.00,2.9,12,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,16,Pavlovian,Edwin A. Maldonado,Doug F. O'Neill,16,30.0,EP,140.4,101,,2.4,0.78,1.20,0.985,1.062,0.00,0.00,2.3,13,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,19,Golden Tempo,Jose L. Ortiz,Cherie Devaux,19,30.0,S,140.9,100,,2.4,0.78,0.80,0.905,1.054,0.04,0.05,2.3,14,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,10,Wonder Dean,Ryusei Sakai,Daisuke Takayanagi,10,30.0,NA,,,,2.4,0.78,1.00,0.945,1.000,0.00,0.00,2.1,15,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,2,Albus,Manuel Franco,Riley Mott,2,30.0,EP,134.9,91,,2.4,1.25,1.20,1.103,0.850,0.00,0.00,2.1,16,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,5,Right to Party,Christopher Elliott,Kenneth G. Mcpeek,5,30.0,S,133.4,90,,2.4,1.00,0.80,0.960,0.850,0.04,0.00,1.9,17,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,3,Intrepido,Hector I. Berrios,Jeff Mullins,3,50.0,EP,140.4,93,,1.5,1.25,1.20,1.103,0.929,0.00,0.00,1.4,18,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,17,Six Speed,Brian J. Hernandez Jr.,Bhupat Seemar,17,50.0,NA,,,,1.5,0.78,1.00,0.945,1.000,0.00,0.00,1.3,19,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,23,Robusta,Emisael Jaramillo,Doug F. O'Neill,23,50.0,EP,138.1,97,,1.5,0.78,1.20,0.985,0.958,0.00,0.00,1.3,20,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,4,Litmus Test,Martin Garcia,Bob Baffert,4,50.0,EP,140.9,90,,1.5,1.00,1.20,1.040,0.888,0.00,0.00,1.2,21,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,21,Great White,Alex Achard,John Ennis,21,50.0,EP,135.8,92,,1.5,0.78,1.20,0.985,0.850,0.00,0.00,1.1,22,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,24,Corona de Oro,Brian J. Hernandez Jr.,Dallas Stewart,24,50.0,EP,131.8,91,,1.5,0.78,1.20,0.985,0.850,0.00,0.00,1.1,23,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,22,Ocelli,Joseph D. Ramos,D. Whitworth Beckman,22,50.0,S,135.3,92,,1.5,0.78,0.80,0.905,0.850,0.00,0.00,1.0,24,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,10,Buetane,Irad Ortiz Jr.,Bob Baffert,10,2.5,P,137.1,92,,22.3,0.62,0.65,0.835,1.150,0.00,0.05,21.2,1,YES
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,8,Gilded Bandit,Junior Alvarado,William I. Mott,8,3.0,P,135.0,99,,19.5,0.62,0.65,0.835,1.150,0.05,0.00,18.6,2,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,11,Noble Affair,Jose L. Ortiz,Steven M. Asmussen,11,4.5,EP,132.3,93,,14.2,0.62,1.60,1.025,1.132,0.05,0.05,17.1,3,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,1,Small Town,Flavien Prat,Michael W. Mccarthy,1,8.0,P,128.6,82,,8.7,1.55,0.65,1.067,1.008,0.00,0.04,9.2,4,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,5,Hulkamania,Tyler Gaffalione,D. Whitworth Beckman,5,8.0,P,126.0,87,,8.7,1.00,0.65,0.930,1.028,0.00,0.04,8.1,5,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,2,Heartily,John R. Velazquez,Wesley A. Ward,2,12.0,E,122.1,88,,6.0,1.55,1.45,1.228,1.003,0.04,0.00,7.3,6,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,4,Ring Curl,William Antongeorgi III,Troy S. Wismer,4,15.0,E,117.9,87,,4.9,1.00,1.45,1.090,0.959,0.00,0.00,4.8,7,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,6,Cruisin Chuck,Edgar Morales,Gregory D. Foley,6,15.0,P,123.8,81,,4.9,1.00,0.65,0.930,0.958,0.04,0.00,4.3,8,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,9,Thunder Buck,Luis Saez,Brendan P. Walsh,9,15.0,P,124.4,85,,4.9,0.62,0.65,0.835,0.997,0.05,0.04,4.2,9,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,7,Sav'n Money,Brian J. Hernandez Jr.,Wayne M. Catalano,7,20.0,S,116.3,81,,3.7,1.00,0.35,0.870,0.895,0.00,0.00,2.7,10,
13,,6½Furlongs,Dirt,127000,OC 125000n1x,,3,Red Lad,Danny Sheehy,Paul Mcentee,3,30.0,E,109.3,59,,2.5,1.55,1.45,1.228,0.850,0.00,0.00,2.5,11,
14,,7Furlongs,Dirt,120000,Mdn120k,,8,Find No Fault,Tyler Gaffalione,Dale L. Romans,8,4.5,P,121.0,79,,14.3,0.62,0.65,0.835,1.150,0.04,0.04,14.1,1,YES
14,,7Furlongs,Dirt,120000,Mdn120k,,3,Interrogator,Irad Ortiz Jr.,Steven M. Asmussen,3,6.0,NA,,,,11.3,1.55,1.00,1.137,1.000,0.05,0.05,13.4,2,
14,,7Furlongs,Dirt,120000,Mdn120k,,7,Act Of Parliament,Luis Saez,Brad H. Cox,7,6.0,NA,,,,11.3,1.00,1.00,1.000,1.000,0.07,0.04,11.9,3,
14,,7Furlongs,Dirt,120000,Mdn120k,,5,Don's Winner,Jose L. Ortiz,Joe Sharp,5,8.0,NA,,,,8.8,1.00,1.00,1.000,1.000,0.04,0.05,9.1,4,
14,,7Furlongs,Dirt,120000,Mdn120k,,9,Big Jake,Flavien Prat,Bob Baffert,9,8.0,NA,,,,8.8,0.62,1.00,0.905,1.000,0.00,0.04,7.8,5,
14,,7Furlongs,Dirt,120000,Mdn120k,,1,Boylston,John R. Velazquez,William Walden,1,10.0,NA,,,,7.2,1.55,1.00,1.137,1.000,0.00,0.00,7.7,6,
14,,7Furlongs,Dirt,120000,Mdn120k,,14,Brave Pilot,Juan J. Hernandez,Michael W. Mccarthy,14,8.0,NA,,,,8.8,0.62,1.00,0.905,1.000,0.00,0.00,7.5,7,
14,,7Furlongs,Dirt,120000,Mdn120k,,6,Prize Pick,Joel Rosario,Brian A. Lynch,6,12.0,EP,123.7,81,,6.1,1.00,1.60,1.120,1.073,0.00,0.05,7.3,8,
14,,7Furlongs,Dirt,120000,Mdn120k,,11,Great Moment,Edgar Morales,Gregory D. Foley,11,12.0,P,122.3,86,,6.1,0.62,0.65,0.835,1.116,0.04,0.00,5.6,9,
14,,7Furlongs,Dirt,120000,Mdn120k,,4,Sleeping Warrior,Gerardo Corrales,Philip A. Bauer,4,15.0,NA,,,,4.9,1.00,1.00,1.000,1.000,0.03,0.00,4.8,10,
14,,7Furlongs,Dirt,120000,Mdn120k,,10,Chianti Town,Axel Concepcion,Dallas Stewart,10,20.0,EP,116.0,80,,3.8,0.62,1.60,1.025,0.969,0.00,0.00,3.5,11,
14,,7Furlongs,Dirt,120000,Mdn120k,,13,Noble Anthem,Javier Castellano,Ron Moquett,13,20.0,E,116.0,77,,3.8,0.62,1.45,0.995,0.934,0.00,0.00,3.3,12,
14,,7Furlongs,Dirt,120000,Mdn120k,,2,Bestball,James Graham,Destin G. Heath,2,30.0,S,112.3,80,,2.5,1.55,0.35,1.007,0.925,0.00,0.00,2.3,13,
14,,7Furlongs,Dirt,120000,Mdn120k,,12,Big Braciole,Gabriel Saez,Kent Knudsen,12,30.0,S,101.8,68,,2.5,0.62,0.35,0.775,0.850,0.00,0.00,1.6,14,
